Línea_aérea,Línea_aérea_Id,Aeropuerto_origen,Aeropuerto_origen_Id,Aeropuerto_destino,Aeropuerto_destino_Id,Vuelo_operado,Número_paradas,Modelo_avión,Distancia_km
FR,4296,PSR,1505,GRO,1222,,0,738,941.7964581648009
FR,4296,PSR,1505,HHN,355,,0,738,989.4550336463564
FR,4296,PSR,1505,NRN,4198,,0,738,1185.5977165367608
FR,4296,PSR,1505,STN,548,,0,738,1483.161235329851
FR,4296,PUY,1203,BVA,1367,,0,738,1024.3468393163578
FR,4296,PUY,1203,CRL,304,,0,738,939.137731988949
FR,4296,PUY,1203,HHN,355,,0,738,751.8672011801428
FR,4296,PUY,1203,RYG,657,,0,738,1623.3866002554068
FR,4296,PUY,1203,STN,548,,0,738,1270.8284938336587
FR,4296,RAK,1075,BGY,1525,,0,738,2184.572729246845
FR,4296,RAK,1075,BVA,1367,,0,738,2156.0158294696357
FR,4296,RAK,1075,CIA,1553,,0,738,2150.481804577563
FR,4296,RAK,1075,CRL,304,,0,738,2334.651297038129
FR,4296,RAK,1075,DLE,1309,,0,738,2063.0720770158373
FR,4296,RAK,1075,DUB,599,,0,738,2428.2557584410765
FR,4296,RAK,1075,EIN,585,,0,738,2462.2219393997943
FR,4296,RAK,1075,GRO,1222,,0,738,1491.6541706048292
FR,4296,RAK,1075,HHN,355,,0,738,2400.374417857315
FR,4296,RAK,1075,LTN,492,,0,738,2337.1500051226626
FR,4296,RAK,1075,MAD,1229,,0,738,1063.5824533410103
FR,4296,RAK,1075,MRS,1353,,0,738,1754.5505704335642
FR,4296,RAK,1075,NRN,4198,,0,738,2504.872771747117
FR,4296,RAK,1075,PSA,1562,,0,738,2096.394689321978
FR,4296,RAK,1075,STN,548,,0,738,2351.8080969774123
FR,4296,RAK,1075,SVQ,1253,,0,738,674.8601345723969
FR,4296,RAK,1075,TUF,1376,,0,738,1909.3514812763674
FR,4296,RAK,1075,XCR,1374,,0,738,2165.464724116859
FR,4296,RBA,1072,BVA,1367,,0,738,1859.6282935072363
FR,4296,RBA,1072,CRL,304,,0,738,2037.73365562814
FR,4296,RBA,1072,GRO,1222,,0,738,1204.7589181589126
FR,4296,RBA,1072,MAD,1229,,0,738,767.0375620552494
FR,4296,RBA,1072,MRS,1353,,0,738,1468.5056393309492
FR,4296,RBA,1072,STN,548,,0,738,2059.2322132555523
FR,4296,RDZ,1289,CRL,304,,0,738,688.5139195952967
FR,4296,RDZ,1289,DUB,599,,0,738,1186.252495582136
FR,4296,RDZ,1289,STN,548,,0,738,847.3302761922008
FR,4296,REU,1236,BHX,469,,0,738,1275.5775126043468
FR,4296,REU,1236,BRS,490,,0,738,1175.4906838546697
FR,4296,REU,1236,CRL,304,,0,738,1065.3544270784068
FR,4296,REU,1236,DUB,599,,0,738,1472.7387340792704
FR,4296,REU,1236,EIN,585,,0,738,1189.068299518419
FR,4296,REU,1236,EMA,523,,0,738,1311.8456574334987
FR,4296,REU,1236,HHN,355,,0,738,1086.1636804230861
FR,4296,REU,1236,LPL,491,,0,738,1387.1174393197894
FR,4296,REU,1236,LTN,492,,0,738,1197.7692620886558
FR,4296,REU,1236,MAN,478,,0,738,1380.6310459236101
FR,4296,REU,1236,PIK,537,,0,738,1650.2220429426209
FR,4296,REU,1236,PMI,3998,,0,738,221.70937048455363
FR,4296,REU,1236,STN,548,,0,738,1195.3171597673809
FR,4296,RHO,1472,ATH,3941,,0,738,404.2294943659353
FR,4296,RHO,1472,BGY,1525,,0,738,1846.309577726892
FR,4296,RHO,1472,BOH,494,,0,738,2859.5385817184892
FR,4296,RHO,1472,CRL,304,,0,738,2446.2130686884843
FR,4296,RHO,1472,EMA,523,,0,738,2922.327682420785
FR,4296,RHO,1472,KUN,3956,,0,738,2084.7300874187154
FR,4296,RHO,1472,LPL,491,,0,738,3038.120069808755
FR,4296,RHO,1472,NYO,699,,0,738,2616.3628548701267
FR,4296,RHO,1472,RYG,657,,0,738,2840.290648537029
FR,4296,RHO,1472,STN,548,,0,738,2780.0448250544505
FR,4296,RIX,3953,BGY,1525,,0,738,1588.8506104450028
FR,4296,RIX,3953,BRE,353,,0,738,1056.7363427452858
FR,4296,RIX,3953,DUB,599,,0,738,1941.3892437466336
FR,4296,RIX,3953,EMA,523,,0,738,1669.3424375701895
FR,4296,RIX,3953,HHN,355,,0,738,1344.8685696792322
FR,4296,RIX,3953,MAN,478,,0,738,1702.1768808762438
FR,4296,RIX,3953,NRN,4198,,0,738,1294.2411515865153
FR,4296,RIX,3953,PIK,537,,0,738,1758.6398849403038
FR,4296,RIX,3953,RYG,657,,0,738,818.2613793849118
FR,4296,RIX,3953,STN,548,,0,738,1624.1692566592358
FR,4296,RJK,1205,NYO,699,,0,738,1516.4069182392966
FR,4296,RYG,657,AGP,1230,,0,738,2751.587414690625
FR,4296,RYG,657,ALC,1212,,0,738,2478.853777660214
FR,4296,RYG,657,BCN,1218,,0,738,2097.919551123079
FR,4296,RYG,657,BGY,1525,,0,738,1524.662553557923
FR,4296,RYG,657,BLQ,1538,,0,738,1649.8244623139049
FR,4296,RYG,657,BVA,1367,,0,738,1234.89794384978
FR,4296,RYG,657,BZR,1360,,0,738,1854.4589473896635
FR,4296,RYG,657,CFU,1460,,0,738,2289.3659122510453
FR,4296,RYG,657,CHQ,1474,,0,738,2821.579051339012
FR,4296,RYG,657,CIA,1553,,0,738,1957.5022830014232
FR,4296,RYG,657,CRL,304,,0,738,1069.3627056940236
FR,4296,RYG,657,DUB,599,,0,738,1234.908235032876
FR,4296,RYG,657,EDI,535,,0,738,921.4018630921361
FR,4296,RYG,657,GDN,668,,0,738,724.5991129939897
FR,4296,RYG,657,KGS,1458,,0,738,2769.1989205859018
FR,4296,RYG,657,KRK,669,,0,738,1181.611944509633
FR,4296,RYG,657,KUN,3956,,0,738,937.0119437087402
FR,4296,RYG,657,MAD,1229,,0,738,2326.872520462009
FR,4296,RYG,657,MAN,478,,0,738,1043.0362418671625
FR,4296,RYG,657,MLA,1606,,0,738,2627.4448343780628
FR,4296,RYG,657,PMI,3998,,0,738,2274.7643723584606
FR,4296,RYG,657,POZ,674,,0,738,859.1025331177646
FR,4296,RYG,657,PUY,1203,,0,738,1623.3866002554068
FR,4296,RYG,657,RHO,1472,,0,738,2840.290648537029
FR,4296,RYG,657,RIX,3953,,0,738,818.2613793849118
FR,4296,RYG,657,RZE,675,,0,738,1253.4224935587004
FR,4296,RYG,657,SKG,1486,,0,738,2261.277665610995
FR,4296,RYG,657,STN,548,,0,738,1061.146592512514
FR,4296,RYG,657,SXF,337,,0,738,796.0639751204974
FR,4296,RYG,657,TLL,415,,0,738,793.2466386939525
FR,4296,RYG,657,TSF,1539,,0,738,1528.6794550342704
FR,4296,RYG,657,VNO,3959,,0,738,1020.5237928758785
FR,4296,RYG,657,WMI,8414,,0,738,982.8992981698126
FR,4296,RYG,657,WRO,680,,0,738,996.6047114346081
FR,4296,RYG,657,ZAD,1209,,0,738,1724.7179971174223
FR,4296,RZE,675,BRS,490,,0,738,1736.8774449252041
FR,4296,RZE,675,DUB,599,,0,738,1966.3967052854466
FR,4296,RZE,675,EMA,523,,0,738,1636.5519659542326
FR,4296,RZE,675,LTN,492,,0,738,1571.7701963485895
FR,4296,RZE,675,MAN,478,,0,738,1701.572690500421
FR,4296,RZE,675,RYG,657,,0,738,1253.4224935587004
FR,4296,RZE,675,STN,548,,0,738,1530.3665937920289
FR,4296,SCQ,1243,ACE,1055,,0,738,1618.2384638220667
FR,4296,SCQ,1243,AGP,1230,,0,738,767.749518928337
FR,4296,SCQ,1243,ALC,1212,,0,738,837.5346041494859
FR,4296,SCQ,1243,BCN,1218,,0,738,882.6977377384475
FR,4296,SCQ,1243,BGY,1525,,0,738,1470.6888663973932
FR,4296,SCQ,1243,HHN,355,,0,738,1429.726373066212
FR,4296,SCQ,1243,LPA,1054,,0,738,1777.089055773022
FR,4296,SCQ,1243,MAD,1229,,0,738,484.39033060917745
FR,4296,SCQ,1243,PMI,3998,,0,738,1002.6191259124082
FR,4296,SCQ,1243,STN,548,,0,738,1190.3115079286474
FR,4296,SCQ,1243,SVQ,1253,,0,738,645.2729045903619
FR,4296,SCQ,1243,TFS,1056,,0,738,1805.7767729711713
FR,4296,SCQ,1243,VLC,1246,,0,738,763.3625693614612
FR,4296,SDR,1251,ACE,1055,,0,738,1829.917430008104
FR,4296,SDR,1251,AGP,1230,,0,738,752.5514367074521
FR,4296,SDR,1251,BCN,1218,,0,738,538.895757229407
FR,4296,SDR,1251,BGY,1525,,0,738,1098.2599101145145
FR,4296,SDR,1251,CIA,1553,,0,738,1352.3139395115622
FR,4296,SDR,1251,CRL,304,,0,738,1001.0593735176111
FR,4296,SDR,1251,DUB,599,,0,738,1125.0282820573332
FR,4296,SDR,1251,EDI,535,,0,738,1391.9728060642062
FR,4296,SDR,1251,HHN,355,,0,738,1111.094614965308
FR,4296,SDR,1251,LPA,1054,,0,738,2009.174900278676
FR,4296,SDR,1251,NRN,4198,,0,738,1174.4288091897045
FR,4296,SDR,1251,PMI,3998,,0,738,694.9950018363372
FR,4296,SDR,1251,STN,548,,0,738,987.2773420641274
FR,4296,SDR,1251,SVQ,1253,,0,738,690.3427967811374
FR,4296,SDR,1251,TFS,1056,,0,738,2054.9870465329063
FR,4296,SDR,1251,VLC,1246,,0,738,518.3346303277152
FR,4296,SFT,726,GRO,1222,,0,738,2779.486336028065
FR,4296,SFT,726,STN,548,,0,738,1850.2261425606853
FR,4296,SKG,1486,ATH,3941,,0,738,299.0468995346986
FR,4296,SKG,1486,BGY,1525,,0,738,1217.2399273259682
FR,4296,SKG,1486,BRE,353,,0,738,1754.825477402303
FR,4296,SKG,1486,CHQ,1474,,0,738,563.7980800820696
FR,4296,SKG,1486,CIA,1553,,0,738,879.100129110216
FR,4296,SKG,1486,CRL,304,,0,738,1808.3757291217623
FR,4296,SKG,1486,FKB,4166,,0,738,1488.2645269484658
FR,4296,SKG,1486,GRO,1222,,0,738,1692.5773491277864
FR,4296,SKG,1486,HHN,355,,0,738,1609.3822113937185
FR,4296,SKG,1486,NRN,4198,,0,738,1781.0368525676543
FR,4296,SKG,1486,NYO,699,,0,738,2074.359922335084
FR,4296,SKG,1486,PFO,1198,,0,738,1055.8392254814114
FR,4296,SKG,1486,PSA,1562,,0,738,1093.738651673625
FR,4296,SKG,1486,RYG,657,,0,738,2261.277665610995
FR,4296,SKG,1486,STN,548,,0,738,2142.2127985525
FR,4296,SKG,1486,WMI,8414,,0,738,1337.5137813668794
FR,4296,SNN,603,ACE,1055,,0,738,2667.7524841633976
FR,4296,SNN,603,AGP,1230,,0,738,1814.132643869481
FR,4296,SNN,603,ALC,1212,,0,738,1727.0948953256582
FR,4296,SNN,603,BVA,1367,,0,738,849.7379711126833
FR,4296,SNN,603,FAO,1626,,0,738,1744.8811203203009
FR,4296,SNN,603,FMM,3986,,0,738,1451.0383574752118
FR,4296,SNN,603,FUE,1051,,0,738,2725.2109948623115
FR,4296,SNN,603,KRK,669,,0,738,1998.4238459572337
FR,4296,SNN,603,LGW,502,,0,738,622.5376665644438
FR,4296,SNN,603,LPL,491,,0,738,412.00344300699857
FR,4296,SNN,603,NCE,1354,,0,738,1555.9440716525994
FR,4296,SNN,603,PIS,1268,,0,738,948.7810522769033
FR,4296,SNN,603,PMI,3998,,0,738,1710.520497889337
FR,4296,SNN,603,STN,548,,0,738,628.6990776340517
FR,4296,SNN,603,SXF,337,,0,738,1511.3855689875145
FR,4296,SNN,603,TFS,1056,,0,738,2811.7890000138714
FR,4296,SNN,603,WMI,8414,,0,738,1983.4252801594791
FR,4296,SNN,603,WRO,680,,0,738,1768.9827512404452
FR,4296,STN,548,AAR,607,,0,738,834.4772185745215
FR,4296,STN,548,ACE,1055,,0,738,2794.2465875833477
FR,4296,STN,548,AGP,1230,,0,738,1730.7367933951293
FR,4296,STN,548,AHO,1517,,0,738,1393.2641445406819
FR,4296,STN,548,ALC,1212,,0,738,1512.8687915828684
FR,4296,STN,548,AOI,4309,,0,738,1340.2436845770512
FR,4296,STN,548,ATH,3941,,0,738,2406.404874163517
FR,4296,STN,548,BCN,1218,,0,738,1184.8691137957287
FR,4296,STN,548,BDS,1506,,0,738,1837.0060259558454
FR,4296,STN,548,BGY,1525,,0,738,976.8611529993385
FR,4296,STN,548,BIQ,1280,,0,738,944.5144384527971
FR,4296,STN,548,BLL,608,,0,738,724.2342781275822
FR,4296,STN,548,BLQ,1538,,0,738,1153.934604176344
FR,4296,STN,548,BOD,1264,,0,738,787.2924032240495
FR,4296,STN,548,BRE,353,,0,738,592.8016252967348
FR,4296,STN,548,BRI,1501,,0,738,1731.2148798162411
FR,4296,STN,548,BRQ,1588,,0,738,1199.1048896232403
FR,4296,STN,548,BSL,1423,,0,738,708.0580329207385
FR,4296,STN,548,BTS,1745,,0,738,1276.8578068572674
FR,4296,STN,548,BUD,1489,,0,738,1449.6319174843359
FR,4296,STN,548,BVE,1278,,0,738,533.6915659022245
FR,4296,STN,548,BZG,5591,,0,738,1204.9041057079921
FR,4296,STN,548,CCF,1352,,0,738,975.6807136769239
FR,4296,STN,548,CFU,1460,,0,738,2035.360904427764
FR,4296,STN,548,CHQ,1474,,0,738,2621.631285211461
FR,4296,STN,548,CIA,1553,,0,738,1458.3713654244664
FR,4296,STN,548,CIY,9327,,0,738,2001.6106044115377
FR,4296,STN,548,DNR,1405,,0,738,401.60998861630804
FR,4296,STN,548,DTM,373,,0,738,509.48515405083316
FR,4296,STN,548,DUB,599,,0,738,470.3706341816949
FR,4296,STN,548,EFL,1455,,0,738,2193.8784502467793
FR,4296,STN,548,EGC,1265,,0,738,784.7877602056475
FR,4296,STN,548,EIN,585,,0,738,357.43295725499513
FR,4296,STN,548,FAO,1626,,0,738,1773.2319413819066
FR,4296,STN,548,FEZ,1066,,0,738,2038.8432313761257
FR,4296,STN,548,FKB,4166,,0,738,654.3113417318765
FR,4296,STN,548,FMM,3986,,0,738,835.2754138261299
FR,4296,STN,548,FUE,1051,,0,738,2854.354002945378
FR,4296,STN,548,GDN,668,,0,738,1242.8921651398823
FR,4296,STN,548,GOA,1528,,0,738,1045.478552997888
FR,4296,STN,548,GRO,1222,,0,738,1125.7426528892295
FR,4296,STN,548,GSE,691,,0,738,989.105274127763
FR,4296,STN,548,HAU,645,,0,738,885.2346320987191
FR,4296,STN,548,HHN,355,,0,738,537.1019855200266
FR,4296,STN,548,IBZ,1225,,0,738,1448.6495265032047
FR,4296,STN,548,KGS,1458,,0,738,2688.0481179114754
FR,4296,STN,548,KIR,601,,0,738,667.4641949428989
FR,4296,STN,548,KRK,669,,0,738,1378.10833244326
FR,4296,STN,548,KTW,671,,0,738,1318.3460785374484
FR,4296,STN,548,KUN,3956,,0,738,1607.493084301692
FR,4296,STN,548,LDE,1276,,0,738,967.656524350629
FR,4296,STN,548,LDY,468,,0,738,601.6178581769673
FR,4296,STN,548,LEI,1213,,0,738,1683.9231531397543
FR,4296,STN,548,LEJ,348,,0,738,828.0461140710895
FR,4296,STN,548,LIG,1270,,0,738,672.7518889144717
FR,4296,STN,548,LIS,1638,,0,738,1626.690786272922
FR,4296,STN,548,LNZ,1611,,0,738,1072.7757156142281
FR,4296,STN,548,LPA,1054,,0,738,2961.89820919128
FR,4296,STN,548,LRH,6493,,0,738,642.5286230500325
FR,4296,STN,548,LUZ,8832,,0,738,0.0
FR,4296,STN,548,MAD,1229,,0,738,1301.0363539529487
FR,4296,STN,548,MJV,1227,,0,738,1570.1025655812982
FR,4296,STN,548,MLA,1606,,0,738,2106.7906034302764
FR,4296,STN,548,MMX,708,,0,738,952.8255892552592
FR,4296,STN,548,MRS,1353,,0,738,1009.4091096994509
FR,4296,STN,548,NOC,600,,0,738,646.7275054687774
FR,4296,STN,548,NRN,4198,,0,738,407.5498337220304
FR,4296,STN,548,NUE,347,,0,738,807.1355230864406
FR,4296,STN,548,NYO,699,,0,738,1297.8722308507283
FR,4296,STN,548,OPO,1636,,0,738,1361.9598477757722
FR,4296,STN,548,ORK,596,,0,738,598.4854743597248
FR,4296,STN,548,OSI,1202,,0,738,1532.5128559807356
FR,4296,STN,548,OSR,1582,,0,738,1275.6792910143536
FR,4296,STN,548,OTP,1657,,0,738,2064.987181454893
FR,4296,STN,548,PDV,1193,,0,738,2146.3674515951566
FR,4296,STN,548,PEG,1567,,0,738,1339.5992709041318
FR,4296,STN,548,PFO,1198,,0,738,3188.9081172548613
FR,4296,STN,548,PGF,1356,,0,738,1035.2301960781456
FR,4296,STN,548,PIS,1268,,0,738,588.6857732126581
FR,4296,STN,548,PMF,1531,,0,738,1078.6422963812647
FR,4296,STN,548,PMI,3998,,0,738,1384.0174622137301
FR,4296,STN,548,PMO,1512,,0,738,1821.673307442548
FR,4296,STN,548,POZ,674,,0,738,1130.2928097951624
FR,4296,STN,548,PRG,1587,,0,738,999.1320014627167
FR,4296,STN,548,PSA,1562,,0,738,1183.3877257547706
FR,4296,STN,548,PSR,1505,,0,738,1483.161235329851
FR,4296,STN,548,PUY,1203,,0,738,1270.8284938336587
FR,4296,STN,548,RAK,1075,,0,738,2351.8080969774123
FR,4296,STN,548,RBA,1072,,0,738,2059.2322132555523
FR,4296,STN,548,RDZ,1289,,0,738,847.3302761922008
FR,4296,STN,548,REU,1236,,0,738,1195.3171597673809
FR,4296,STN,548,RHO,1472,,0,738,2780.0448250544505
FR,4296,STN,548,RIX,3953,,0,738,1624.1692566592358
FR,4296,STN,548,RYG,657,,0,738,1061.146592512514
FR,4296,STN,548,RZE,675,,0,738,1530.3665937920289
FR,4296,STN,548,SCQ,1243,,0,738,1190.3115079286474
FR,4296,STN,548,SDR,1251,,0,738,987.2773420641274
FR,4296,STN,548,SFT,726,,0,738,1850.2261425606853
FR,4296,STN,548,SKG,1486,,0,738,2142.2127985525
FR,4296,STN,548,SNN,603,,0,738,628.6990776340517
FR,4296,STN,548,SUF,1508,,0,738,1899.5219418445815
FR,4296,STN,548,SVQ,1253,,0,738,1677.5554300614826
FR,4296,STN,548,SXB,1435,,0,738,643.5053431909191
FR,4296,STN,548,SXF,337,,0,738,906.7624398740797
FR,4296,STN,548,SZG,1612,,0,738,1019.9876985025854
FR,4296,STN,548,SZZ,676,,0,738,1002.9208624649451
FR,4296,STN,548,TFS,1056,,0,738,2994.8177065618
FR,4296,STN,548,TGD,1741,,0,738,1776.6787311753124
FR,4296,STN,548,TLL,415,,0,738,1740.2691191100926
FR,4296,STN,548,TLN,1438,,0,738,1071.799672920267
FR,4296,STN,548,TMP,458,,0,738,1761.466757233763
FR,4296,STN,548,TRF,664,,0,738,1025.2016600798847
FR,4296,STN,548,TRN,1526,,0,738,920.560233575584
FR,4296,STN,548,TRS,1545,,0,738,1176.0768482705532
FR,4296,STN,548,TSF,1539,,0,738,1114.6040877315368
FR,4296,STN,548,TUF,1376,,0,738,496.0815122309859
FR,4296,STN,548,VLC,1246,,0,738,1378.5780954787183
FR,4296,STN,548,VNO,3959,,0,738,1683.5940951173186
FR,4296,STN,548,VST,733,,0,738,1329.9639441809866
FR,4296,STN,548,WMI,8414,,0,738,1388.3567891809776
FR,4296,STN,548,WRO,680,,0,738,1152.7502516494326
FR,4296,STN,548,XRY,1226,,0,738,1753.708041563158
FR,4296,STN,548,ZAD,1209,,0,738,1412.9546610445675
FR,4296,STN,548,ZAZ,1252,,0,738,1139.6650742617653
FR,4296,SUF,1508,BGY,1525,,0,738,923.7364893465409
FR,4296,SUF,1508,BLQ,1538,,0,738,748.1489834434781
FR,4296,SUF,1508,CRL,304,,0,738,1582.0544073887772
FR,4296,SUF,1508,FCO,1555,,0,738,467.25922013087273
FR,4296,SUF,1508,HHN,355,,0,738,1416.703410348642
FR,4296,SUF,1508,NRN,4198,,0,738,1613.653219510953
FR,4296,SUF,1508,PSA,1562,,0,738,721.0749074825733
FR,4296,SUF,1508,STN,548,,0,738,1899.5219418445815
FR,4296,SUF,1508,TSF,1539,,0,738,819.6230781800447
FR,4296,SVQ,1253,ACE,1055,,0,738,1182.5926724236165
FR,4296,SVQ,1253,BCN,1218,,0,738,808.7701141040477
FR,4296,SVQ,1253,BGY,1525,,0,738,1584.3192920654635
FR,4296,SVQ,1253,BLQ,1538,,0,738,1639.5207520406514
FR,4296,SVQ,1253,BOD,1264,,0,738,930.0726284641783
FR,4296,SVQ,1253,BRI,1501,,0,738,1986.0175715129978
FR,4296,SVQ,1253,BVA,1367,,0,738,1483.3628768305844
FR,4296,SVQ,1253,CIA,1553,,0,738,1652.1877825330428
FR,4296,SVQ,1253,CRL,304,,0,738,1665.4030233055237
FR,4296,SVQ,1253,DUB,599,,0,738,1778.6050511284457
FR,4296,SVQ,1253,EIN,585,,0,738,1792.768887045647
FR,4296,SVQ,1253,LGW,502,,0,738,1590.5592657296402
FR,4296,SVQ,1253,LPA,1054,,0,738,1376.6731963252794
FR,4296,SVQ,1253,MRS,1353,,0,738,1152.3436793386193
FR,4296,SVQ,1253,PMI,3998,,0,738,787.0191824446869
FR,4296,SVQ,1253,PMO,1512,,0,738,1666.2017025717525
FR,4296,SVQ,1253,PSA,1562,,0,738,1537.6368309720199
FR,4296,SVQ,1253,RAK,1075,,0,738,674.8601345723969
FR,4296,SVQ,1253,SCQ,1243,,0,738,645.2729045903619
FR,4296,SVQ,1253,SDR,1251,,0,738,690.3427967811374
FR,4296,SVQ,1253,STN,548,,0,738,1677.5554300614826
FR,4296,SVQ,1253,TFS,1056,,0,738,1440.7599324717648
FR,4296,SXB,1435,OPO,1636,,0,738,1513.4152854580966
FR,4296,SXB,1435,STN,548,,0,738,643.5053431909191
FR,4296,SXF,337,BGY,1525,,0,738,795.1721168039803
FR,4296,SXF,337,DUB,599,,0,738,1327.435256901983
FR,4296,SXF,337,EMA,523,,0,738,1001.6723108432307
FR,4296,SXF,337,RYG,657,,0,738,796.0639751204974
FR,4296,SXF,337,SNN,603,,0,738,1511.3855689875145
FR,4296,SXF,337,STN,548,,0,738,906.7624398740797
FR,4296,SZG,1612,STN,548,,0,738,1019.9876985025854
FR,4296,SZZ,676,DUB,599,,0,738,1394.3334612293415
FR,4296,SZZ,676,LPL,491,,0,738,1171.8135048611573
FR,4296,SZZ,676,STN,548,,0,738,1002.9208624649451
FR,4296,TFN,1057,BCN,1218,,0,738,2193.1250431174713
FR,4296,TFN,1057,MAD,1229,,0,738,1769.5906913796853
FR,4296,TFS,1056,BCN,1218,,0,738,2243.7380306996533
FR,4296,TFS,1056,BGY,1525,,0,738,3024.0830699856765
FR,4296,TFS,1056,BHX,469,,0,738,2976.352827443294
FR,4296,TFS,1056,BLL,608,,0,738,3696.0620763000834
FR,4296,TFS,1056,BLQ,1538,,0,738,3070.6917442069453
FR,4296,TFS,1056,BOH,494,,0,738,2813.3182948770514
FR,4296,TFS,1056,BRE,353,,0,738,3469.6057816471007
FR,4296,TFS,1056,BRS,490,,0,738,2839.9805605631486
FR,4296,TFS,1056,BVA,1367,,0,738,2860.666253489342
FR,4296,TFS,1056,CGN,344,,0,738,3221.8333152693585
FR,4296,TFS,1056,CRL,304,,0,738,3055.5925125772796
FR,4296,TFS,1056,DUB,599,,0,738,2943.4620872224327
FR,4296,TFS,1056,EDI,535,,0,738,3274.2006140942763
FR,4296,TFS,1056,EMA,523,,0,738,3026.828772938027
FR,4296,TFS,1056,FKB,4166,,0,738,3121.392902581048
FR,4296,TFS,1056,FMM,3986,,0,738,3197.5794181075403
FR,4296,TFS,1056,HHN,355,,0,738,3159.7166634545406
FR,4296,TFS,1056,LBA,517,,0,738,3115.8198972458376
FR,4296,TFS,1056,LPL,491,,0,738,3026.736178585033
FR,4296,TFS,1056,LTN,492,,0,738,2970.8818512193984
FR,4296,TFS,1056,MAD,1229,,0,738,1821.9688570367534
FR,4296,TFS,1056,MAN,478,,0,738,3046.461672263173
FR,4296,TFS,1056,MST,582,,0,738,3156.1864773544944
FR,4296,TFS,1056,NOC,600,,0,738,2942.9545698010525
FR,4296,TFS,1056,NRN,4198,,0,738,3228.936032202533
FR,4296,TFS,1056,OPO,1636,,0,738,1633.2076287398497
FR,4296,TFS,1056,ORK,596,,0,738,2728.6114575064057
FR,4296,TFS,1056,PIK,537,,0,738,3199.198594750657
FR,4296,TFS,1056,PSA,1562,,0,738,2963.9658846865905
FR,4296,TFS,1056,SCQ,1243,,0,738,1805.7767729711713
FR,4296,TFS,1056,SDR,1251,,0,738,2054.9870465329063
FR,4296,TFS,1056,SNN,603,,0,738,2811.7890000138714
FR,4296,TFS,1056,STN,548,,0,738,2994.8177065618
FR,4296,TFS,1056,SVQ,1253,,0,738,1440.7599324717648
FR,4296,TFS,1056,VLC,1246,,0,738,1950.7136430545986
FR,4296,TGD,1741,CRL,304,,0,738,1443.1821663479539
FR,4296,TGD,1741,STN,548,,0,738,1776.6787311753124
FR,4296,TLL,415,BGY,1525,,0,738,1828.0906400386932
FR,4296,TLL,415,BRE,353,,0,738,1212.6814774796949
FR,4296,TLL,415,GRO,1222,,0,738,2466.5578805919886
FR,4296,TLL,415,MAN,478,,0,738,1782.8854272788824
FR,4296,TLL,415,RYG,657,,0,738,793.2466386939525
FR,4296,TLL,415,STN,548,,0,738,1740.2691191100926
FR,4296,TLN,1438,STN,548,,0,738,1071.799672920267
FR,4296,TMP,458,AGP,1230,,0,738,3372.3750494565356
FR,4296,TMP,458,ALC,1212,,0,738,3060.2683366363276
FR,4296,TMP,458,BGY,1525,,0,738,1965.8783202823458
FR,4296,TMP,458,BRE,353,,0,738,1282.1779011243939
FR,4296,TMP,458,BUD,1489,,0,738,1577.593035074843
FR,4296,TMP,458,GRO,1222,,0,738,2576.123223566239
FR,4296,TMP,458,HHN,355,,0,738,1624.971463335756
FR,4296,TMP,458,STN,548,,0,738,1761.466757233763
FR,4296,TNG,1080,BVA,1367,,0,738,1658.5989723107607
FR,4296,TNG,1080,CRL,304,,0,738,1836.6594286105258
FR,4296,TNG,1080,MAD,1229,,0,738,565.9952322963171
FR,4296,TNG,1080,MRS,1353,,0,738,1280.2892369070264
FR,4296,TPS,1515,AOI,4309,,0,738,638.2027448340901
FR,4296,TPS,1515,BGY,1525,,0,738,892.7532145449488
FR,4296,TPS,1515,BLQ,1538,,0,738,742.8616888441909
FR,4296,TPS,1515,BTS,1745,,0,738,1202.251076957067
FR,4296,TPS,1515,BVA,1367,,0,738,1526.7086213203042
FR,4296,TPS,1515,CAG,1519,,0,738,333.3584119528647
FR,4296,TPS,1515,CIA,1553,,0,738,432.1505559539443
FR,4296,TPS,1515,CRL,304,,0,738,1532.166831737068
FR,4296,TPS,1515,CUF,1534,,0,738,841.653082820179
FR,4296,TPS,1515,EIN,585,,0,738,1604.181983274788
FR,4296,TPS,1515,FKB,4166,,0,738,1258.5690638441135
FR,4296,TPS,1515,FMM,3986,,0,738,1134.5501247706875
FR,4296,TPS,1515,GOA,1528,,0,738,784.1990832098463
FR,4296,TPS,1515,GRO,1222,,0,738,939.462819264552
FR,4296,TPS,1515,HHN,355,,0,738,1400.570942712724
FR,4296,TPS,1515,KRK,669,,0,738,1470.729333277067
FR,4296,TPS,1515,KUN,3956,,0,738,2086.361709193053
FR,4296,TPS,1515,MAN,478,,0,738,2055.214155578238
FR,4296,TPS,1515,MLA,1606,,0,738,288.70975843087336
FR,4296,TPS,1515,MST,582,,0,738,1538.3451424550465
FR,4296,TPS,1515,PEG,1567,,0,738,576.1321881310322
FR,4296,TPS,1515,PMF,1531,,0,738,789.5758720041702
FR,4296,TPS,1515,PSA,1562,,0,738,665.1813057140263
FR,4296,TPS,1515,TRN,1526,,0,738,904.0228146071667
FR,4296,TPS,1515,TRS,1545,,0,738,883.4191090447325
FR,4296,TPS,1515,TSF,1539,,0,738,860.1172855163359
FR,4296,TPS,1515,WMI,8414,,0,738,1735.0010804075403
